sample_number,sample_date,sample_time,sample_site,sample_class,residual_free_chlorine_mg_l,turbidity_ntu,coliform_quanti_tray_mpn_100ml,e_coli_quanti_tray_mpn_100ml,fluoride_mg_l
202300339,2023-01-04T00:00:00.000,9:00,32200,Operational,0.53,0.9,0,0,
202300391,2023-01-05T00:00:00.000,11:34,46850,Compliance,0.65,0.94,0,0,
202300553,2023-01-06T00:00:00.000,7:46,20950,Compliance,0.47,0.84,0,0,
202300195,2023-01-03T00:00:00.000,9:19,31050,Compliance,0.34,1.1,0,0,0.76
202300138,2023-01-02T00:00:00.000,9:04,1S07,Operational,0.63,0.84,0,0,
202300101,2023-01-02T00:00:00.000,11:31,41250,Compliance,0.63,1.1,0,0,
202308019,2023-04-01T00:00:00.000,9:56,1S03,Operational,0.75,0.62,0,0,0.73
202300123,2023-01-02T00:00:00.000,9:15,42850,Compliance,0.6,0.98,0,0,
202300228,2023-01-03T00:00:00.000,10:38,1SCH3,Operational,0.65,0.97,0,0,0.75
202300290,2023-01-04T00:00:00.000,8:42,46450,Compliance,0.59,0.87,0,0,
202300319,2023-01-04T00:00:00.000,8:48,77850,Compliance,0.3,1.1,0,0,
202300318,2023-01-04T00:00:00.000,8:17,77550,Compliance,0.37,0.77,0,0,
202300136,2023-01-02T00:00:00.000,10:36,1SCL1,Operational,0.55,0.96,0,0,0.75
202300280,2023-01-04T00:00:00.000,8:43,25100,Operational,0.59,0.92,0,0,
202300213,2023-01-03T00:00:00.000,7:33,50300,Operational,0.74,1.1,0,0,
202300384,2023-01-05T00:00:00.000,9:34,25400,Operational,0.54,0.91,0,0,
202300325,2023-01-04T00:00:00.000,7:14,56300,Operational,0.55,0.9,0,0,
202236614,2022-12-31T00:00:00.000,10:01,1SCH3,Operational,0.6,1,0,0,0.77
202300131,2023-01-02T00:00:00.000,8:38,16950,Compliance,0.53,0.84,0,0,
202236615,2022-12-31T00:00:00.000,10:10,1SCL1,Operational,0.58,1.1,0,0,0.76
202300176,2023-01-03T00:00:00.000,9:09,47550,Compliance,0.39,1,0,0,0.75
202300033,2023-01-01T00:00:00.000,8:38,28550,Compliance,0.37,0.94,0,0,
202300289,2023-01-04T00:00:00.000,9:55,44150,Compliance,0.65,0.83,0,0,
202308021,2023-04-01T00:00:00.000,9:24,1S03B,Operational,0.65,0.67,0,0,0.74
202308004,2023-04-01T00:00:00.000,10:22,23750,Compliance,0.46,0.62,0,0,
202236610,2022-12-31T00:00:00.000,10:58,17950,Compliance,0.62,1.1,0,0,
202308006,2023-04-01T00:00:00.000,9:29,26850,Compliance,0.45,0.59,0,0,
202300064,2023-01-01T00:00:00.000,10:42,1SCL1,Operational,0.52,0.92,0,0,0.76
202236611,2022-12-31T00:00:00.000,9:35,1S03,Operational,0.66,1.1,0,0,0.74
202300174,2023-01-03T00:00:00.000,9:59,21550,Compliance,0.58,0.94,0,0,0.75
202300235,2023-01-03T00:00:00.000,11:02,3SC26,Operational,0.52,0.98,0,0,0.77
202300225,2023-01-03T00:00:00.000,8:45,10750,Compliance,0.75,0.99,0,0,0.77
202300326,2023-01-04T00:00:00.000,8:33,58850,Compliance,0.56,0.89,0,0,
202236618,2022-12-31T00:00:00.000,11:51,31450,Compliance,0.48,1.1,0,0,
202300286,2023-01-04T00:00:00.000,7:30,41600,Operational,0.69,0.84,0,0,
202300310,2023-01-04T00:00:00.000,9:11,39200,Operational,0.29,0.99,0,0,
202300327,2023-01-04T00:00:00.000,8:33,16450,Compliance,0.57,0.89,0,0,
202300236,2023-01-03T00:00:00.000,13:33,40200,Operational,0.74,0.86,0,0,
202300328,2023-01-04T00:00:00.000,10:24,18750,Compliance,0.73,0.96,0,0,
202300307,2023-01-04T00:00:00.000,9:41,32050,Compliance,0.39,0.86,0,0,
202300338,2023-01-04T00:00:00.000,9:39,1S07,Operational,0.62,0.93,0,0,
202300316,2023-01-04T00:00:00.000,10:51,25350,Compliance,0.43,0.84,0,0,
202300287,2023-01-04T00:00:00.000,8:23,41950,Compliance,0.32,0.93,0,0,
202236622,2022-12-31T00:00:00.000,10:12,39950,Compliance,0.52,1,0,0,
202300207,2023-01-03T00:00:00.000,11:10,47850,Compliance,0.34,0.86,0,0,
202236623,2022-12-31T00:00:00.000,8:47,3SC26,Operational,0.56,0.96,0,0,
202300063,2023-01-01T00:00:00.000,10:32,1SCH3,Operational,0.6,0.96,0,0,0.77
202300332,2023-01-04T00:00:00.000,11:16,1SCH3,Operational,0.62,0.94,0,0,0.76
202300214,2023-01-03T00:00:00.000,8:53,51450,Compliance,0.63,0.95,0,0,0.76
202308007,2023-04-01T00:00:00.000,7:15,50200,Operational,0.65,0.59,0,0,
202300323,2023-01-04T00:00:00.000,9:33,50300,Operational,0.61,0.85,0,0,
202300215,2023-01-03T00:00:00.000,7:52,57750,Compliance,0.56,0.97,0,0,0.76
202300379,2023-01-05T00:00:00.000,7:36,22600,Operational,0.55,0.87,0,0,
202300144,2023-01-02T00:00:00.000,8:35,3SC26,Operational,0.54,0.91,0,0,
202300180,2023-01-03T00:00:00.000,9:14,11250,Compliance,0.72,1.1,0,0,
202300226,2023-01-03T00:00:00.000,10:11,1S03,Operational,0.8,0.92,0,0,0.75
202300279,2023-01-04T00:00:00.000,10:24,22550,Compliance,0.72,0.89,0,0,
202300331,2023-01-04T00:00:00.000,9:52,1S03B,Operational,0.64,1.1,0,0,0.75
202300168,2023-01-03T00:00:00.000,10:29,20900,Operational,0.62,0.95,0,0,
202300227,2023-01-03T00:00:00.000,9:27,1S03A,Operational,0.65,0.9,0,0,0.76
202300171,2023-01-03T00:00:00.000,8:50,27750,Compliance,0.56,1.2,0,0,
202300208,2023-01-03T00:00:00.000,9:53,76150,Compliance,0.53,1,0,0,0.75
202300306,2023-01-04T00:00:00.000,8:04,31350,Compliance,0.49,0.94,0,0,
202300167,2023-01-03T00:00:00.000,9:56,20750,Compliance,0.52,0.93,0,0,
202300322,2023-01-04T00:00:00.000,9:07,50200,Operational,0.57,0.8,0,0,
202300329,2023-01-04T00:00:00.000,10:52,1S03,Operational,0.7,0.92,0,0,0.75
202300196,2023-01-03T00:00:00.000,10:09,31950,Compliance,0.48,1.2,0,0,0.75
202300482,2023-01-06T00:00:00.000,10:20,43150,Compliance,0.6,0.84,0,0,
202300181,2023-01-03T00:00:00.000,9:59,17350,Compliance,0.5,0.84,0,0,
202300570,2023-01-07T00:00:00.000,9:51,55450,Compliance,0.26,0.66,0,0,
202300423,2023-01-05T00:00:00.000,10:17,50250,Compliance,0.75,0.85,0,0,
202300422,2023-01-05T00:00:00.000,10:49,50200,Operational,0.65,0.88,0,0,
202300419,2023-01-05T00:00:00.000,8:10,77650,Compliance,0.47,0.82,0,0,
202300405,2023-01-05T00:00:00.000,9:05,31750,Compliance,0.42,0.95,0,0,
202300486,2023-01-06T00:00:00.000,10:03,32350,Compliance,0.37,0.92,0,0,
202300515,2023-01-06T00:00:00.000,10:24,1S03,Operational,0.79,0.85,0,0,0.75
202300427,2023-01-05T00:00:00.000,9:04,17250,Compliance,0.67,0.95,0,0,
202300522,2023-01-06T00:00:00.000,11:00,14350,Compliance,0.57,0.8,0,0,
202300485,2023-01-06T00:00:00.000,8:45,27000,Operational,0.6,0.88,0,0,
202300510,2023-01-06T00:00:00.000,9:59,50750,Compliance,0.36,0.74,0,0,
202300481,2023-01-06T00:00:00.000,9:35,42150,Compliance,0.55,0.79,0,0,
202300430,2023-01-05T00:00:00.000,9:42,1S03A,Operational,0.74,0.94,0,0,0.76
202300435,2023-01-05T00:00:00.000,10:51,14650,Compliance,0.65,0.96,0,0,
202300424,2023-01-05T00:00:00.000,9:59,50300,Operational,0.69,0.9,0,0,
202300502,2023-01-06T00:00:00.000,8:00,41050,Compliance,0.64,0.83,0,0,
202300503,2023-01-06T00:00:00.000,8:34,41650,Compliance,0.6,0.81,0,0,
202300409,2023-01-05T00:00:00.000,8:29,39650,Compliance,0.43,0.91,0,0,
202300520,2023-01-06T00:00:00.000,9:37,10250,Compliance,0.61,0.92,0,0,
202300416,2023-01-05T00:00:00.000,10:36,45250,Compliance,0.47,0.94,0,0,
202300408,2023-01-05T00:00:00.000,10:46,38250,Compliance,0.33,0.92,0,0,
202300390,2023-01-05T00:00:00.000,8:25,31850,Compliance,0.42,0.93,0,0,
202300440,2023-01-05T00:00:00.000,12:11,40200,Operational,0.84,0.93,0,0,
202300501,2023-01-06T00:00:00.000,11:02,40200,Operational,0.8,0.86,0,0,
202300560,2023-01-07T00:00:00.000,8:03,27850,Compliance,0.5,0.72,0,0,
202300602,2023-01-07T00:00:00.000,8:06,30250,Compliance,0.45,0.82,0,0,
202300426,2023-01-05T00:00:00.000,8:41,58650,Compliance,0.22,0.77,0,0,
202300431,2023-01-05T00:00:00.000,10:16,1S03B,Operational,0.77,0.91,0,0,0.77
202300483,2023-01-06T00:00:00.000,8:10,20900,Resample_Operational,0.57,0.87,0,0,
202300420,2023-01-05T00:00:00.000,9:13,79450,Compliance,0.19,0.72,0,0,
202300388,2023-01-05T00:00:00.000,9:38,22900,Operational,0.56,0.86,0,0,
202300439,2023-01-05T00:00:00.000,8:23,3SC26,Operational,0.6,0.88,0,0,
202300479,2023-01-06T00:00:00.000,7:10,27450,Compliance,0.57,0.87,0,0,
202300418,2023-01-05T00:00:00.000,8:43,76550,Compliance,0.26,0.74,0,0,
202300429,2023-01-05T00:00:00.000,11:34,1S03,Operational,0.61,0.93,0,0,0.76
202300417,2023-01-05T00:00:00.000,11:31,45700,Operational,0.65,0.92,0,0,
202300415,2023-01-05T00:00:00.000,7:33,41900,Operational,0.57,0.87,0,0,
202300387,2023-01-05T00:00:00.000,9:12,20900,Operational,0.58,0.9,1,0,
202300407,2023-01-05T00:00:00.000,10:23,33950,Compliance,0.45,0.89,0,0,
202300433,2023-01-05T00:00:00.000,11:08,1SCL1,Operational,0.6,0.88,0,0,0.78
202300487,2023-01-06T00:00:00.000,9:24,35550,Compliance,0.55,0.94,0,0,
202300477,2023-01-06T00:00:00.000,8:03,24450,Compliance,0.56,0.87,0,0,
202300410,2023-01-05T00:00:00.000,11:31,44350,Compliance,0.33,0.86,0,0,
202300434,2023-01-05T00:00:00.000,10:01,14200,Operational,0.91,0.89,0,0,
202300488,2023-01-06T00:00:00.000,9:44,37950,Compliance,0.36,0.84,0,0,
202300521,2023-01-06T00:00:00.000,10:23,11350,Compliance,0.61,0.8,0,0,
202300478,2023-01-06T00:00:00.000,7:34,24550,Compliance,0.53,0.84,0,0,
202300596,2023-01-07T00:00:00.000,8:38,1S03A,Operational,0.74,0.85,0,0,0.75
202300511,2023-01-06T00:00:00.000,9:28,50850,Compliance,0.29,0.74,0,0,
202300507,2023-01-06T00:00:00.000,7:51,22650,Compliance,0.56,0.78,0,0,
202300509,2023-01-06T00:00:00.000,8:15,50300,Operational,0.6,0.86,0,0,
202300389,2023-01-05T00:00:00.000,10:23,27000,Operational,0.7,0.96,0,0,
202300526,2023-01-06T00:00:00.000,8:16,3SC26,Operational,0.64,0.83,0,0,
202300437,2023-01-05T00:00:00.000,11:37,18300,Operational,0.43,0.83,0,0,
202300508,2023-01-06T00:00:00.000,8:38,50200,Operational,0.39,0.71,0,0,
202300436,2023-01-05T00:00:00.000,9:20,15150,Compliance,0.7,0.93,0,0,
202300518,2023-01-06T00:00:00.000,9:51,1SCH3,Operational,0.69,0.84,0,0,0.72
202300512,2023-01-06T00:00:00.000,9:04,52150,Compliance,0.27,0.86,0,0,
202300519,2023-01-06T00:00:00.000,10:02,1SCL1,Operational,0.66,0.83,0,0,0.72
202300592,2023-01-07T00:00:00.000,7:56,11750,Compliance,0.37,0.67,0,0,
202300562,2023-01-07T00:00:00.000,10:43,40650,Compliance,0.64,0.87,0,0,
202300590,2023-01-07T00:00:00.000,10:17,79150,Compliance,0.47,0.69,0,0,
202300588,2023-01-07T00:00:00.000,7:57,46950,Compliance,0.53,0.71,0,0,
202300425,2023-01-05T00:00:00.000,9:24,52050,Compliance,0.54,0.76,0,0,
202300516,2023-01-06T00:00:00.000,8:10,1S03A,Operational,0.78,0.86,0,0,0.72
202300513,2023-01-06T00:00:00.000,9:24,15450,Compliance,0.76,0.8,0,0,
202300524,2023-01-06T00:00:00.000,12:14,38150,Compliance,0.54,0.97,0,0,
202300505,2023-01-06T00:00:00.000,8:58,76450,Compliance,0.45,0.8,0,0,
202300640,2023-01-08T00:00:00.000,7:51,50200,Operational,0.87,0.97,0,0,
202300567,2023-01-07T00:00:00.000,10:52,50200,Operational,0.27,3,0,0,
202300561,2023-01-07T00:00:00.000,11:07,40200,Operational,0.65,0.82,0,0,
202300557,2023-01-07T00:00:00.000,9:49,20900,Operational,0.5,0.8,0,0,
202300480,2023-01-06T00:00:00.000,8:54,27650,Compliance,0.53,0.82,0,0,
202300587,2023-01-07T00:00:00.000,11:21,42750,Compliance,0.49,0.71,0,0,
202300585,2023-01-07T00:00:00.000,9:27,27550,Compliance,0.63,0.73,0,0,
202300600,2023-01-07T00:00:00.000,11:58,15050,Compliance,0.64,0.82,0,0,
202300432,2023-01-05T00:00:00.000,10:59,1SCH3,Operational,0.7,0.97,0,0,0.78
202300438,2023-01-05T00:00:00.000,8:48,1S07,Operational,0.72,0.89,0,0,
202300406,2023-01-05T00:00:00.000,9:58,33450,Compliance,0.52,0.93,0,0,
202300704,2023-01-09T00:00:00.000,7:38,21950,Compliance,0.57,0.9,0,0,
202300382,2023-01-05T00:00:00.000,10:44,23950,Compliance,0.48,0.78,0,0,
202300558,2023-01-07T00:00:00.000,9:15,26750,Compliance,0.49,0.72,0,0,
202300565,2023-01-07T00:00:00.000,8:15,29050,Compliance,0.4,0.73,0,0,
202300571,2023-01-07T00:00:00.000,10:25,58950,Compliance,0.36,0.71,0,0,
202300506,2023-01-06T00:00:00.000,9:49,78550,Compliance,0.57,0.83,0,0,
202300517,2023-01-06T00:00:00.000,8:52,1S03B,Operational,0.81,0.81,0,0,0.73
202300663,2023-01-08T00:00:00.000,11:10,78050,Compliance,0.12,0.72,0,0,
202300638,2023-01-08T00:00:00.000,10:16,23650,Compliance,0.39,0.81,0,0,
202300637,2023-01-08T00:00:00.000,10:57,41350,Compliance,0.77,0.9,0,0,
202300667,2023-01-08T00:00:00.000,8:26,15550,Compliance,0.55,0.85,0,0,
202300566,2023-01-07T00:00:00.000,7:46,29450,Compliance,0.64,0.71,0,0,
202300711,2023-01-09T00:00:00.000,10:36,21350,Compliance,0.36,0.93,0,0,
202300670,2023-01-08T00:00:00.000,10:15,1S03B,Operational,0.76,0.93,0,0,0.78
202300584,2023-01-07T00:00:00.000,8:59,25150,Compliance,0.45,0.73,0,0,
202300568,2023-01-07T00:00:00.000,10:38,50300,Operational,0.64,0.81,0,0,
202300669,2023-01-08T00:00:00.000,10:40,1S03A,Operational,0.83,0.96,0,0,0.78
202300668,2023-01-08T00:00:00.000,8:53,1S03,Operational,0.75,0.94,0,0,0.78
202300514,2023-01-06T00:00:00.000,7:37,17450,Compliance,0.54,0.81,0,0,
202300523,2023-01-06T00:00:00.000,8:49,1S07,Operational,0.69,0.86,0,0,
202300589,2023-01-07T00:00:00.000,10:56,78350,Compliance,0.44,0.71,0,0,
202300569,2023-01-07T00:00:00.000,11:07,51850,Compliance,0.23,0.73,0,0,
202300644,2023-01-08T00:00:00.000,9:26,51150,Compliance,0.61,0.84,0,0,
202300641,2023-01-08T00:00:00.000,8:15,50250,Compliance,0.75,0.77,0,0,
202300525,2023-01-06T00:00:00.000,11:43,39550,Compliance,0.43,0.95,0,0,
202300586,2023-01-07T00:00:00.000,8:25,41450,Compliance,0.32,0.72,0,0,
202300594,2023-01-07T00:00:00.000,9:07,16250,Compliance,0.69,0.76,0,0,
202300593,2023-01-07T00:00:00.000,8:22,12150,Compliance,0.68,0.79,0,0,
202300564,2023-01-07T00:00:00.000,8:36,23850,Compliance,0.47,0.78,0,0,
202300671,2023-01-08T00:00:00.000,9:15,1SCH3,Operational,0.54,1,0,0,0.78
202300559,2023-01-07T00:00:00.000,8:41,27000,Operational,0.6,0.86,0,0,
202300599,2023-01-07T00:00:00.000,10:25,1SCL1,Operational,0.58,0.84,0,0,0.75
202300605,2023-01-07T00:00:00.000,10:38,35150,Compliance,0.61,0.78,0,0,
202300709,2023-01-09T00:00:00.000,9:34,25950,Compliance,0.56,0.88,0,0,
202300642,2023-01-08T00:00:00.000,8:51,50300,Operational,0.88,0.93,0,0,
202300664,2023-01-08T00:00:00.000,10:35,78850,Compliance,0.5,0.84,0,0,
202300636,2023-01-08T00:00:00.000,7:43,27000,Operational,0.58,0.91,0,0,
202300661,2023-01-08T00:00:00.000,8:38,44750,Compliance,0.45,0.8,0,0,
202300666,2023-01-08T00:00:00.000,7:56,13850,Compliance,0.77,0.92,0,0,
202300634,2023-01-08T00:00:00.000,10:16,24150,Compliance,0.56,0.96,0,0,
202300635,2023-01-08T00:00:00.000,9:47,25250,Compliance,0.56,0.86,0,0,
202300665,2023-01-08T00:00:00.000,11:09,11550,Compliance,0.84,0.99,0,0,
202300595,2023-01-07T00:00:00.000,9:57,1S03,Operational,0.61,0.82,0,0,0.75
202300677,2023-01-08T00:00:00.000,9:52,34550,Compliance,0.6,0.88,0,0,
202300710,2023-01-09T00:00:00.000,8:44,20900,Operational,0.29,0.82,0,0,
202300598,2023-01-07T00:00:00.000,10:15,1SCH3,Operational,0.63,0.9,0,0,0.75
202300705,2023-01-09T00:00:00.000,11:14,22300,Operational,0.55,0.92,0,0,
202300706,2023-01-09T00:00:00.000,8:59,24650,Compliance,0.51,0.85,0,0,
202300631,2023-01-08T00:00:00.000,8:42,21850,Compliance,0.52,0.84,0,0,
202300707,2023-01-09T00:00:00.000,10:03,24700,Operational,0.62,1,0,0,
202300591,2023-01-07T00:00:00.000,7:27,10150,Compliance,0.59,0.77,0,0,
202300606,2023-01-07T00:00:00.000,10:01,36350,Compliance,0.5,0.9,0,0,
202300756,2023-01-09T00:00:00.000,9:45,13550,Compliance,0.62,0.89,0,0,
202300712,2023-01-09T00:00:00.000,10:01,26950,Compliance,0.33,0.9,0,0,
202300601,2023-01-07T00:00:00.000,11:35,1S07,Operational,0.59,0.85,0,0,
202300643,2023-01-08T00:00:00.000,7:30,50650,Compliance,0.62,0.76,0,0,
202300674,2023-01-08T00:00:00.000,11:14,1S07,Operational,0.63,0.97,0,0,
202300679,2023-01-08T00:00:00.000,8:53,39750,Compliance,0.45,0.8,0,0,
202300662,2023-01-08T00:00:00.000,9:31,76650,Compliance,0.22,0.72,0,0,
202300603,2023-01-07T00:00:00.000,8:49,32650,Compliance,0.43,0.78,0,0,
202300676,2023-01-08T00:00:00.000,8:16,32550,Compliance,0.38,0.81,0,0,
202300741,2023-01-09T00:00:00.000,9:12,50200,Operational,0.77,0.94,0,0,
202300632,2023-01-08T00:00:00.000,7:17,22050,Compliance,0.62,0.88,0,0,
202300715,2023-01-09T00:00:00.000,11:30,40300,Operational,0.53,0.92,0,0,
202300734,2023-01-09T00:00:00.000,9:07,40850,Compliance,0.69,0.87,0,0,
202300633,2023-01-08T00:00:00.000,9:10,23350,Compliance,0.33,0.77,0,0,
202300739,2023-01-09T00:00:00.000,10:52,77050,Compliance,0.29,0.84,0,0,
202300639,2023-01-08T00:00:00.000,7:07,29550,Compliance,0.82,0.81,0,0,
202300657,2023-01-08T00:00:00.000,13:27,40200,Operational,0.76,0.97,0,0,
202300597,2023-01-07T00:00:00.000,9:32,1S03B,Operational,0.72,0.86,0,0,0.75
202300659,2023-01-08T00:00:00.000,11:44,41850,Compliance,0.18,0.76,0,0,
202300743,2023-01-09T00:00:00.000,7:58,51050,Compliance,0.62,0.91,0,0,
202300726,2023-01-09T00:00:00.000,10:15,35000,Operational,0.51,0.89,0,0,
202300678,2023-01-08T00:00:00.000,9:20,35750,Compliance,0.46,0.85,0,0,
202300745,2023-01-09T00:00:00.000,6:59,58400,Operational,0.53,0.84,0,0,
202300831,2023-01-10T00:00:00.000,8:16,53550,Compliance,0.62,0.83,0,0,
202300786,2023-01-10T00:00:00.000,10:45,21000,Operational,0.57,0.98,0,0,
202300724,2023-01-09T00:00:00.000,9:10,18450,Compliance,0.75,0.95,0,0,
202300755,2023-01-09T00:00:00.000,10:11,10250,Compliance,0.62,0.85,0,0,
202300813,2023-01-10T00:00:00.000,10:23,31750,Compliance,0.52,0.88,0,0,
202300825,2023-01-10T00:00:00.000,10:32,47650,Compliance,0.58,0.78,0,0,
202300673,2023-01-08T00:00:00.000,10:19,17550,Compliance,0.53,0.84,0,0,
202300728,2023-01-09T00:00:00.000,10:15,38650,Compliance,0.43,0.88,0,0,
202300703,2023-01-09T00:00:00.000,8:12,21050,Compliance,0.54,0.84,0,0,
202300675,2023-01-08T00:00:00.000,7:48,30950,Compliance,0.37,0.77,0,0,
202300672,2023-01-08T00:00:00.000,9:25,1SCL1,Operational,0.65,0.95,0,0,0.78
202300727,2023-01-09T00:00:00.000,10:15,35050,Compliance,0.62,0.99,0,0,
202300658,2023-01-08T00:00:00.000,13:51,41150,Compliance,0.55,1.1,0,0,
202300744,2023-01-09T00:00:00.000,7:23,58350,Compliance,0.71,0.85,0,0,
202300607,2023-01-07T00:00:00.000,10:58,3SC26,Operational,0.61,0.73,0,0,
202300604,2023-01-07T00:00:00.000,9:22,34850,Compliance,0.48,0.74,0,0,
202300749,2023-01-09T00:00:00.000,9:38,17050,Compliance,0.42,0.73,0,0,
202300824,2023-01-10T00:00:00.000,13:06,47150,Compliance,0.34,0.81,0,0,
202300844,2023-01-10T00:00:00.000,9:32,1S03B,Operational,0.72,0.88,0,0,0.77
202300736,2023-01-09T00:00:00.000,8:28,42350,Compliance,0.54,0.83,0,0,
202300714,2023-01-09T00:00:00.000,8:06,30350,Compliance,0.5,0.81,0,0,
202300735,2023-01-09T00:00:00.000,9:33,40950,Compliance,0.47,0.88,0,0,
202300752,2023-01-09T00:00:00.000,10:17,1S03B,Operational,0.72,0.94,0,0,0.76
202300751,2023-01-09T00:00:00.000,9:12,1S03A,Operational,0.69,0.92,0,0,0.76
202300796,2023-01-10T00:00:00.000,11:47,36950,Compliance,0.4,0.86,0,0,
202300737,2023-01-09T00:00:00.000,11:54,42950,Compliance,0.12,0.57,0,0,
202300708,2023-01-09T00:00:00.000,8:35,24950,Compliance,0.44,0.81,0,0,
202300630,2023-01-08T00:00:00.000,8:11,20900,Operational,0.54,0.86,0,0,
202300713,2023-01-09T00:00:00.000,9:22,27000,Operational,0.46,0.86,0,0,
202300740,2023-01-09T00:00:00.000,11:16,77650,Compliance,0.43,0.85,0,0,
202300759,2023-01-09T00:00:00.000,11:36,34050,Compliance,0.5,0.91,0,0,
202300750,2023-01-09T00:00:00.000,10:55,1S03,Operational,0.57,0.88,0,0,0.76
202300680,2023-01-08T00:00:00.000,10:51,3SC26,Operational,0.66,0.94,0,0,
202300729,2023-01-09T00:00:00.000,8:31,40200,Operational,0.68,0.92,0,0,
202300748,2023-01-09T00:00:00.000,8:32,10550,Compliance,0.62,0.8,0,0,
202300660,2023-01-08T00:00:00.000,13:00,43750,Compliance,0.44,0.96,0,0,
202300785,2023-01-10T00:00:00.000,8:36,20650,Compliance,0.64,0.9,0,0,
202300742,2023-01-09T00:00:00.000,9:28,50300,Operational,0.88,1,0,0,
202300794,2023-01-10T00:00:00.000,9:41,29300,Operational,0.47,0.84,0,0,
202300791,2023-01-10T00:00:00.000,11:13,28050,Compliance,0.6,0.96,0,0,
202300823,2023-01-10T00:00:00.000,10:57,46250,Compliance,0.22,0.83,0,0,
202300790,2023-01-10T00:00:00.000,10:16,27350,Compliance,0.51,0.85,0,0,
202300797,2023-01-10T00:00:00.000,12:28,40250,Compliance,0.75,1,0,0,
202300793,2023-01-10T00:00:00.000,10:37,27000,Operational,0.62,0.94,0,0,
202300563,2023-01-07T00:00:00.000,10:19,44250,Compliance,0.41,0.68,0,0,
202300758,2023-01-09T00:00:00.000,10:29,1S07,Operational,0.61,0.95,0,0,
202300788,2023-01-10T00:00:00.000,7:31,23200,Operational,0.38,0.77,0,0,
202300795,2023-01-10T00:00:00.000,8:23,30550,Compliance,0.47,0.82,0,0,
202300789,2023-01-10T00:00:00.000,9:11,24750,Compliance,0.66,0.84,0,0,
202300738,2023-01-09T00:00:00.000,10:12,43950,Compliance,0.35,0.91,0,0,
202300845,2023-01-10T00:00:00.000,10:31,1SCH3,Operational,0.67,0.9,0,0,0.76
202300753,2023-01-09T00:00:00.000,11:22,1SCH3,Operational,0.72,0.94,0,0,0.75
202300834,2023-01-10T00:00:00.000,9:26,59050,Compliance,0.76,0.93,0,0,
202300829,2023-01-10T00:00:00.000,9:06,50200,Operational,0.81,0.84,0,0,
202300849,2023-01-10T00:00:00.000,9:08,15250,Compliance,0.63,0.85,0,0,
202300725,2023-01-09T00:00:00.000,9:53,34150,Compliance,0.52,0.86,0,0,
202300851,2023-01-10T00:00:00.000,10:55,1S07,Operational,0.54,0.95,0,0,
202300812,2023-01-10T00:00:00.000,9:50,31550,Compliance,0.29,0.79,0,0,
202300826,2023-01-10T00:00:00.000,12:29,77750,Compliance,0.21,0.85,0,0,
202300890,2023-01-11T00:00:00.000,8:21,43050,Compliance,0.56,0.82,0,0,
202300857,2023-01-10T00:00:00.000,8:57,1S03A,Operational,0.7,0.94,0,0,0.74
202300787,2023-01-10T00:00:00.000,7:58,22750,Compliance,0.54,0.89,0,0,
202300760,2023-01-09T00:00:00.000,11:10,3SC26,Operational,0.65,0.9,0,0,
202300754,2023-01-09T00:00:00.000,11:33,1SCL1,Operational,0.61,0.95,0,0,0.76
202300792,2023-01-10T00:00:00.000,9:03,20900,Operational,0.52,0.84,0,0,
202300757,2023-01-09T00:00:00.000,9:00,13600,Operational,0.7,0.91,0,0,
202300944,2023-01-11T00:00:00.000,7:42,58300,Operational,0.66,0.91,0,0,
202300918,2023-01-11T00:00:00.000,9:55,1S03B,Operational,0.81,0.94,0,0,0.74
202300908,2023-01-11T00:00:00.000,9:05,32750,Compliance,0.47,0.89,0,0,
202300822,2023-01-10T00:00:00.000,11:36,46100,Operational,0.53,0.87,0,0,
202300830,2023-01-10T00:00:00.000,9:56,50300,Operational,0.79,0.93,0,0,
202300916,2023-01-11T00:00:00.000,11:41,1S03,Operational,0.84,0.87,0,0,0.75
202300852,2023-01-10T00:00:00.000,10:26,3SC26,Operational,0.62,0.86,0,0,
202300847,2023-01-10T00:00:00.000,9:55,12000,Operational,0.53,0.88,0,0,
202300933,2023-01-11T00:00:00.000,8:05,20900,Operational,0.59,0.87,0,0,
202300903,2023-01-11T00:00:00.000,10:46,18800,Operational,0.77,0.88,0,0,
202300893,2023-01-11T00:00:00.000,11:53,48700,Operational,0.43,1,0,0,
202300895,2023-01-11T00:00:00.000,9:43,77350,Compliance,0.29,0.78,0,0,
202300814,2023-01-10T00:00:00.000,11:40,33050,Compliance,0.55,0.92,0,0,
202300853,2023-01-10T00:00:00.000,11:34,40200,Operational,0.79,1,0,0,
202300917,2023-01-11T00:00:00.000,9:14,1S03A,Operational,0.88,0.81,0,0,0.74
202300922,2023-01-11T00:00:00.000,11:17,25050,Compliance,0.66,0.82,0,0,
202300892,2023-01-11T00:00:00.000,9:03,45750,Compliance,0.24,0.72,0,0,
202300923,2023-01-11T00:00:00.000,10:42,25450,Compliance,0.62,0.87,0,0,
202300905,2023-01-11T00:00:00.000,9:17,33150,Compliance,0.5,0.85,0,0,
202300932,2023-01-11T00:00:00.000,7:26,20350,Compliance,0.46,0.81,0,0,
202300935,2023-01-11T00:00:00.000,10:40,30450,Compliance,0.39,0.81,0,0,
202300798,2023-01-10T00:00:00.000,11:24,40350,Compliance,0.57,1,0,0,
202300850,2023-01-10T00:00:00.000,8:27,16150,Compliance,0.54,1,0,0,
